id,time,location,latitude,longitude,district,nature,status
1212544,2018-05-01 13:07:48,"S 76TH ST / W HONEY CREEK DR,MKE",42.9862536,-88.00779659999999,6,INVESTIGATION,Assignment Completed
1212543,2018-05-01 13:07:50,"619 W WALNUT ST,MKE",43.052153,-87.9191542,5,COURT DUTY,Service in Progress
1212571,2018-05-01 13:09:54,"N 15TH ST / W CAPITOL DR,MKE",47.6199221,-122.3125811,5,SUBJ WITH GUN,Unable to Locate Complainant
1212542,2018-05-01 13:09:23,"951 N JAMES LOVELL ST,MKE",43.0426942,-87.9205807,1,COURT DUTY,Service in Progress
1212581,2018-05-01 13:27:46,"N 76TH ST / W APPLETON AV,MKE",43.0928686,-88.0076417,7,TRBL W/SUBJ,Assignment Completed
1212613,2018-05-01 13:22:52,"3770 S 43RD ST,MKE",42.9760966,-87.9676173,6,TRBL W/SUBJ,Assignment Completed
1212561,2018-05-01 13:10:13,"S 17TH ST / W GREENFIELD AV,MKE",43.0170322,-87.93431059999999,2,PATROL,Assignment Completed
1212560,2018-05-01 13:11:49,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,RETURN STATION,Assignment Completed
1212559,2018-05-01 13:11:58,"4917 N 37TH ST,MKE",43.1068728,-87.9592479,7,SUBJ WANTED,Assignment Completed
1212570,2018-05-01 13:12:38,"5729 N 57TH ST,MKE",43.1221371,-87.9840634,4,PROBATION/PAROLE,Assignment Completed
1212637,2018-05-01 13:14:28,"3434 N 7TH ST,MKE",43.0808237,-87.91949819999999,5,SUBJ WITH GUN,Assignment Completed
1212761,2018-05-01 14:05:53,"2816 W CLARKE ST,MKE",43.066975,-87.949271,3,TRBL W/SUBJ,Assignment Completed
1212628,2018-05-01 13:21:30,"N SWAN RD / W ALLYN ST,MKE",43.1824751,-88.02411359999999,4,MEET GOVT AGENCY,Assignment Completed
1212553,2018-05-01 13:14:16,"2100 W HOWARD AV,MKE",42.9741359,-87.9410426,6,TRAFFIC STOP,Advised
1212568,2018-05-01 13:15:04,"821 W STATE ST,MKE",43.0425413,-87.9223339,1,COURT DUTY,Service in Progress
1212567,2018-05-01 13:16:44,"N WATER ST / E CHICAGO ST,MKE",43.0327992,-87.9045771,1,TRAFFIC STOP,Advised
1212678,2018-05-01 13:16:47,"949 N 9TH ST,MKE",43.0426807,-87.92375129999999,1,COURT DUTY,Assignment Completed
1212565,2018-05-01 13:18:17,"N 45TH ST / W CAPITOL DR,MKE",43.0897589,-87.9699224,7,RECKLESS VEHICLE,Unable to Locate Complainant
1212686,2018-05-01 14:23:51,"2627 W CAPITOL DR,MKE",43.0894967,-87.94670230000001,5,TRBL W/SUBJ,Advised
1212564,2018-05-01 13:19:51,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,RETURN STATION,Assignment Completed
1212660,2018-05-01 13:21:08,"949 N 9TH ST,MKE",43.0426807,-87.92375129999999,1,COURT DUTY,To be Filed
1212572,2018-05-01 13:23:53,"749 W STATE ST,MKE",43.0426483,-87.9212718,1,MED RUN,Service in Progress
1212584,2018-05-01 13:23:21,"2920 N 4TH ST,MKE",43.0716492,-87.91518429999999,5,PROPERTY PICKUP,Assignment Completed
1212578,2018-05-01 13:29:22,"4219 N 56TH ST,MKE",43.0932696,-87.98324819999999,7,BATTERY,Unable to Locate Complainant
1212651,2018-05-01 13:30:11,"S KINNICKINNIC AV / S LENOX ST,MKE",43.0042496,-87.90495639999999,6,ACC PDO,Open Investigation
1212580,2018-05-01 13:28:32,"1009 S 1ST ST,MKE",43.0208824,-87.9118362,2,BUSINESS CHECK,Assignment Completed
1212579,2018-05-01 13:29:03,"631 N 19TH ST,MKE",43.03821569999999,-87.936927,3,INVESTIGATION,Assignment Completed
1212611,2018-05-01 13:40:59,"2872 N 38TH ST,MKE",43.07130189999999,-87.960645,7,RECK USE OF WEAP,Service in Progress
1212774,2018-05-01 14:36:44,"6110 W APPLETON AV,MKE",43.07264199999999,-87.98886,7,TRBL W/SUBJ,Advised
1212591,2018-05-01 13:32:27,"N 60TH ST / W SILVER SPRING DR,MKE",43.1225384,-87.98608290000001,4,INVESTIGATION,Service in Progress
1212590,2018-05-01 13:32:29,"949 N 9TH ST,MKE",43.0426807,-87.92375129999999,1,COURT DUTY,Service in Progress
1212589,2018-05-01 13:32:42,"2920 N 4TH ST,MKE",43.0716492,-87.91518429999999,5,RETURN STATION,Assignment Completed
1212588,2018-05-01 13:33:58,"6735 W BRADLEY RD,MKE",43.1619916,-87.9938852,4,INJ PERSON/SICK,Service in Progress
1212603,2018-05-01 13:34:24,"3006 S 27TH ST,MKE",42.990477,-87.9475489,6,POLICE ADMIN,Service in Progress
1212586,2018-05-01 13:34:37,"2300 N 27TH ST,MKE",43.0607136,-87.9474664,3,CITIZEN CONTACT,Assignment Completed
1212585,2018-05-01 13:34:45,"2101 S 15TH PL,MKE",43.0064029,-87.9325041,2,PROBATION/PAROLE,Service in Progress
1212602,2018-05-01 13:35:23,"S 19TH ST / S CONGO AV,MKE",43.0098603,-87.9366931,2,NON PURSUIT,Assignment Completed
1212601,2018-05-01 13:35:25,"2040 W OKLAHOMA AV,MKE",42.9890949,-87.9398042,6,TRAFFIC STOP,Advised
1212599,2018-05-01 13:35:31,"3000 S HOWELL AV,MKE",42.9898665,-87.9035128,6,PARK AND WALK,Assignment Completed
1212606,2018-05-01 13:43:36,"3831 N 39TH ST,MKE",43.0866816,-87.9624439,7,WELFARE CITIZEN,Advised
1212598,2018-05-01 13:35:38,1516 S 71ST,43.0145967,-88.0010073,CITY,FOLLOW UP,Service in Progress
1212636,2018-05-01 13:35:59,"3000 N LINCOLN MEMORIAL DR,MKE",43.0724673,-87.8657985,1,BUSINESS CHECK,Assignment Completed
1212608,2018-05-01 13:41:50,"3906 N 52ND ST,MKE",43.0882844,-87.97809520000001,7,INJ PERSON/SICK,Assignment Completed
1212650,2018-05-01 13:37:32,"2220 W HADLEY ST,MKE",43.0698231,-87.94039409999999,5,FOLLOW UP,Assignment Completed
1212594,2018-05-01 13:38:03,"1400 W FOREST HOME AV,MKE",43.0112476,-87.9297843,2,NON PURSUIT,To be Filed
1212609,2018-05-01 13:41:47,"2152 S 15TH PL,MKE",43.0053691,-87.93208229999999,2,SUSP PERS/AUTO,Service in Progress
1212681,2018-05-01 14:17:00,"1534 W GRANT ST,MKE",43.0048592,-87.9322164,2,TRBL W/SUBJ,Unable to Locate Complainant
1212691,2018-05-01 14:22:18,"2256 N 42ND ST,MKE",43.060479,-87.96552199999999,3,ACC PDO,Unable to Locate Complainant
1212605,2018-05-01 13:44:27,"1654 N 27TH ST,MKE",43.052589,-87.947254,3,ENTRY,Advised
1212648,2018-05-01 13:48:30,"934 N 29TH ST,MKE",43.04243899999999,-87.950367,3,SUSP PERS/AUTO,Assignment Completed
1212612,2018-05-01 13:40:41,"N 60TH ST / W MILL RD,MKE",43.11208329999999,-87.9862474,4,VEHICLE PURSUIT,To be Filed
1212643,2018-05-01 13:58:15,"1943 N 37TH ST,MKE",43.05591099999999,-87.96031699999999,3,CALL FOR POLICE,Advised
1212610,2018-05-01 13:41:32,4715 W VLIET ST,43.0484157,-87.9730637,3,REPORTS,Service in Progress
1212607,2018-05-01 13:42:37,"6680 N TEUTONIA AV,MKE",43.1387543,-87.9529318,4,SPECIAL ASSIGN,Service in Progress
1212627,2018-05-01 13:45:03,"232 W LOCUST ST,MKE",43.0714727,-87.913679,5,INJ PERSON/SICK,Advised
1212872,2018-05-01 15:15:08,"113 N 73RD ST,MKE",43.031726,-88.004216,3,ENTRY,Advised
1212649,2018-05-01 13:45:53,"331 W WISCONSIN AV,MKE",43.0382976,-87.91569899999999,1,BUSINESS CHECK,Assignment Completed
1212625,2018-05-01 13:46:00,"2859 N 24TH PL,MKE",43.0710279,-87.9438433,5,PROBATION/PAROLE,Assignment Completed
1212624,2018-05-01 13:46:04,"3700 S 27TH ST,MKE",42.9777569,-87.9470188,6,BUSINESS CHECK,Assignment Completed
1212623,2018-05-01 13:46:06,"4810 W MILL RD,MKE",43.134287,-87.97334599999999,4,PROBATION/PAROLE,Assignment Completed
1212635,2018-05-01 13:46:39,"N OAKLAND AV / E LOCUST ST,MKE",43.0709112,-87.8878127,1,FIGHT,Unable to Locate Complainant
1212658,2018-05-01 14:00:45,"S 21ST ST / W MITCHELL ST,MKE",43.0048103,-87.93971,2,INJ PERSON/SICK,Unable to Locate Complainant
1212621,2018-05-01 13:47:23,"2022 W FOREST HOME AV,MKE",43.0064673,-87.9388383,2,TRAFFIC STOP,Advised
1212619,2018-05-01 13:48:29,"510 E GARFIELD AV,MKE",43.0592101,-87.9048619,5,ENTRY AUTOS,Advised
1212620,2018-05-01 13:47:54,"6680 N TEUTONIA AV,MKE",43.1387543,-87.9529318,4,SPECIAL ASSIGN,Service in Progress
1212684,2018-05-01 13:58:16,"N 51ST BL / W HOPE AV,MKE",43.0935038,-87.976905,7,TRAFFIC HAZARD,Assignment Completed
1212725,2018-05-01 13:49:26,"S 1ST ST / W VIRGINIA ST,MKE",43.0266171,-87.91074150000001,2,ACC PI,To be Filed
1212617,2018-05-01 13:49:17,"524 S LAYTON BL,MKE",43.025764,-87.94743629999999,2,PARK AND WALK,Assignment Completed
1212615,2018-05-01 13:49:39,"749 W STATE ST,MKE",43.0426483,-87.9212718,1,FOLLOW UP,To be Filed
1212632,2018-05-01 13:52:49,"N 60TH ST / W SILVER SPRING DR,MKE",43.1225384,-87.98608290000001,4,SHOTS FIRED,Service in Progress
1212633,2018-05-01 13:51:08,84TH AND CONGRESS,43.097086,-88.0173883,7,PARK AND WALK,Assignment Completed
1212677,2018-05-01 13:56:35,"W ATKINSON AV / N MARTIN L KING JR DR,MKE",41.755722,-87.65462,5,RECK USE OF WEAP,Assignment Completed
1212662,2018-05-01 14:09:09,"8135 W FLORIST AV,MKE",43.1265041,-88.01358809999999,4,BATTERY,Service in Progress
1212631,2018-05-01 13:53:28,MCCC,40.2525261,-74.6532326,FI,COURT DUTY,Service in Progress
1212630,2018-05-01 13:54:03,"301 W KEEFE AV,MKE",43.08194659999999,-87.9140011,5,BUSINESS CHECK,To be Filed
1212629,2018-05-01 13:54:48,"5405 N 40TH ST,MKE",43.1158524,-87.9626735,4,PROBATION/PAROLE,Assignment Completed
1212724,2018-05-01 13:56:54,"3626 W FOND DU LAC AV,MKE",43.0766866,-87.95881700000001,7,SPECIAL ASSIGN,Assignment Completed
1212645,2018-05-01 13:56:56,"2812 W BURNHAM ST,MKE",43.01065,-87.94975099999999,2,FOLLOW UP,Service in Progress
1212754,2018-05-01 14:03:14,"601 E BOLIVAR AV,MKE",42.9663396,-87.90193939999999,6,STOLEN VEHICLE,Advised/Referral
1212644,2018-05-01 13:57:25,"1539 S 14TH ST,MKE",43.015127,-87.92974400000001,2,CITIZEN CONTACT,Assignment Completed
1212763,2018-05-01 13:59:32,"2002 S 15TH PL,MKE",43.0081961,-87.9319871,2,BATTERY DV,Assignment Completed
1212723,2018-05-01 14:05:13,"N BUFFUM ST / E CHAMBERS ST,MKE",43.0729455,-87.9064904,5,RECK USE OF WEAP,Unable to Locate Complainant
1212657,2018-05-01 14:00:58,"2827 N 36TH ST,MKE",43.070361,-87.9588843,7,SUSP PERS/AUTO,Unable to Locate Complainant
1212675,2018-05-01 13:59:53,"S HOWELL AV / E HOWARD AV,MKE",42.92281570000001,-87.9105905,6,POLICE ADMIN,Assignment Completed
1212659,2018-05-01 14:00:16,"6680 N TEUTONIA AV,MKE",43.1387543,-87.9529318,4,PICKUP PARTNER,Assignment Completed
1212656,2018-05-01 14:03:10,"800 N LINCOLN MEMORIAL DR,MKE",43.0509433,-87.8901509,1,TRAFFIC STOP,City Citation(s) Issued
1212654,2018-05-01 14:03:34,"300 N BROADWAY,MKE",43.034393,-87.90690699999999,1,PARK AND WALK,Assignment Completed
1212653,2018-05-01 14:03:39,"CONCORDIA UNIVERSITY, MEQUON",43.2541994,-87.915531,CITY,SPECIAL ASSIGN,Service in Progress
1212666,2018-05-01 14:07:15,"3210 W WELLS ST,MKE",43.0406628,-87.95499900000002,3,TRBL W/SUBJ,Advised
1212886,2018-05-01 15:57:57,"2502 W CHAMBERS ST,MKE",43.0734871,-87.9450167,5,VIOL REST ORDER,Service in Progress
1212706,2018-05-01 14:25:36,"2301 N LAKE DR,MKE",43.0605802,-87.8823656,1,THEFT,Advised
1212762,2018-05-01 14:05:50,"951 N JAMES LOVELL ST,MKE",43.0426942,-87.9205807,1,COURT DUTY,Assignment Completed
1212665,2018-05-01 14:08:03,"S 20TH ST / W MORGAN AV,MKE",42.9435774,-87.9393219,6,TRBL W/SUBJ,Unable to Locate Complainant
1212738,2018-05-01 14:41:01,"S 10TH ST / W ARTHUR AV,MKE",40.854087,-73.888195,2,INJ PERSON/SICK,Assignment Completed
1212683,2018-05-01 14:08:13,"3037 N 11TH LA,MKE",32.4784974,-93.66159309999999,5,FOLLOW UP,To be Filed
1212663,2018-05-01 14:08:26,"5600 W CAPITOL DR,MKE",43.0908297,-87.9834303,7,RETURN STATION,Assignment Completed
1212682,2018-05-01 14:15:28,"3820 N 50TH ST,MKE",43.0867243,-87.9755699,7,SUSP PERS/AUTO,Advised
1212689,2018-05-01 14:23:07,"843 N 24TH ST,MKE",43.0412492,-87.9432454,3,TRBL W/SUBJ,Service in Progress
1212674,2018-05-01 14:09:29,"S LAYTON BL / W SCOTT ST,MKE",43.035608,-87.947891,2,ACC PDO,Filed Driver Exchange Report
1212693,2018-05-01 14:21:55,"4141 N 64TH ST,MKE",43.0934216,-87.9933138,7,TRBL W/JUV,Service in Progress
1212673,2018-05-01 14:10:15,"3006 S 27TH ST,MKE",42.990477,-87.9475489,6,RETURN STATION,Assignment Completed
1212983,2018-05-01 16:33:30,"7125 W APPLETON AV,MKE",43.0856394,-88.0011502,7,ENTRY,Assignment Completed
1212787,2018-05-01 14:11:16,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,SPECIAL ASSIGN,Open Investigation
1212671,2018-05-01 14:13:53,"1230 E SINGER CR,MKE",43.085521,-87.89645999999999,5,ENTRY,Advised/Referral
1212696,2018-05-01 14:14:59,5236 N 28TH ST,43.1127029,-87.94743799999999,4,PROBATION/PAROLE,Assignment Completed
1212811,2018-05-01 15:16:00,"3219 W ST PAUL AV,MKE",43.034506,-87.9547257,3,BATTERY,Service in Progress
1212690,2018-05-01 14:23:01,"S 20TH ST / W COLLEGE AV,MKE",42.9303756,-87.8781135,6,ACC PDO,Service in Progress
1212692,2018-05-01 14:22:17,"1515 W LAPHAM BL,MKE",43.01352809999999,-87.9312212,2,ABAND/STOLEN PRO,Service in Progress
1212722,2018-05-01 14:17:24,"N VAN BUREN ST / E OGDEN AV,MKE",43.0486604,-87.9027917,1,ACC PI,To be Filed
1212720,2018-05-01 14:23:44,"8905 W VILLARD AV,MKE",43.1119294,-88.02312409999999,7,SUBJ WANTED,Advised
1212679,2018-05-01 14:19:40,"4224 W VILLARD AV,MKE",43.1122547,-87.9658693,4,WATER MAIN BREAK,Advised
1212695,2018-05-01 14:20:39,"1650 N FARWELL AV,MKE",43.0524219,-87.8923284,1,BUSINESS CHECK,Assignment Completed
1212778,2018-05-01 15:03:15,"8327 W HOPE AV,MKE",43.0932804,-88.0170902,7,THEFT,To be Filed
1212694,2018-05-01 14:20:54,"2355 N 35TH ST,MKE",43.0618922,-87.9590565,3,SPECIAL ASSIGN,Service in Progress
1212719,2018-05-01 14:25:47,"3685 S 61ST ST,MKE",42.9776766,-87.9892167,6,CALL FOR POLICE,Unable to Locate Complainant
1212709,2018-05-01 14:33:55,"4205 N TEUTONIA AV,MKE",43.0928895,-87.94070409999999,5,TRBL W/SUBJ,Unable to Locate Complainant
1212721,2018-05-01 14:23:08,"N 60TH ST / W SILVER SPRING DR,MKE",43.1225384,-87.98608290000001,4,INVESTIGATION,Assignment Completed
1212753,2018-05-01 14:24:21,"6929 W SILVER SPRING DR,MKE",43.1188947,-87.9982818,4,POLICE ADMIN,Assignment Completed
1212752,2018-05-01 14:25:01,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,RETURN STATION,Assignment Completed
1212704,2018-05-01 14:26:46,"5700 W CAPITOL DR,MKE",43.09147369999999,-87.9840902,7,SPECIAL ASSIGN,Service in Progress
1212703,2018-05-01 14:27:43,"2681 N 49TH ST,MKE",43.06771440000001,-87.9752496,3,TS TARGETED,Advised
1212751,2018-05-01 14:28:04,WEST ALLIS PD,43.0018557,-88.0535,6,POLICE ADMIN,Assignment Completed
1212700,2018-05-01 14:28:19,"3006 S 27TH ST,MKE",42.990477,-87.9475489,6,POLICE ADMIN,Assignment Completed
1212699,2018-05-01 14:29:16,"4554 S 13TH ST,MKE",42.9616511,-87.92888579999999,6,TRAFFIC STOP,City Citation(s) Issued
1212776,2018-05-01 14:29:54,"3122 N 42ND ST,MKE",43.0757637,-87.965361,7,CITIZEN CONTACT,Advised
1212775,2018-05-01 14:30:06,"4610 W STATE ST,MKE",43.0430906,-87.9716838,3,SCHL MONITORING,Assignment Completed
1212982,2018-05-01 16:33:47,"N 107TH ST / W FOND DU LAC AV,MKE",43.067727,-87.9485028,4,ACC PDO,Advised
1212844,2018-05-01 14:30:25,"2820 W GRANT ST,MKE",43.005107,-87.9501737,2,SCHL MONITORING,Assignment Completed
1212760,2018-05-01 14:30:28,"3401 W WISCONSIN AV,MKE",43.0378659,-87.9558241,3,PROPERTY PICKUP,Assignment Completed
1212749,2018-05-01 14:43:26,"1569 S 11TH ST,MKE",43.0145083,-87.9257459,2,CALL FOR POLICE,Unable to Locate Complainant
1212733,2018-05-01 14:35:37,"2480 N OAKLAND AV,MKE",43.06302669999999,-87.8876514,1,TRBL W/SUBJ,Unable to Locate Complainant
1212842,2018-05-01 14:33:25,"401 E CAPITOL DR,MKE",43.0876133,-87.90575539999999,5,SHOPLIFTER,City Citation(s) Issued
1212785,2018-05-01 14:33:05,"2400 N LINCOLN MEMORIAL DR,MKE",43.0609675,-87.87487639999999,1,ACC PI,Assignment Completed
1212714,2018-05-01 14:31:28,"1425 N FARWELL AV,MKE",43.048748,-87.89660099999999,1,BUSINESS CHECK,Assignment Completed
1212771,2018-05-01 14:56:22,"1337 W FOREST HOME AV,MKE",43.0108279,-87.928842,2,WELFARE CITIZEN,Assignment Completed
1212843,2018-05-01 14:31:52,"6680 N TEUTONIA AV,MKE",43.1387543,-87.9529318,4,CONVEY PROPERTY,Assignment Completed
1212727,2018-05-01 14:38:44,"N CASS ST / E MASON ST,MKE",43.0400865,-87.910258,1,PARKING TROUBLE,Assignment Completed
1212750,2018-05-01 14:32:44,"2516 S 7TH ST,MKE",42.9987338,-87.9198246,2,INVESTIGATION,Assignment Completed
1212841,2018-05-01 14:46:34,"3700 S 2ND ST,MKE",42.9774707,-87.9123994,6,WELFARE CITIZEN,Advised
1212708,2018-05-01 14:34:30,"3748 N PORT WASHINGTON AV,MKE",43.084926,-87.916957,5,TRAFFIC STOP,Advised
1212731,2018-05-01 14:36:50,"5890 S 27TH ST,MKE",42.9380517,-87.9486063,6,BUSINESS CHECK,Assignment Completed
1212730,2018-05-01 14:38:06,"7401 W LISBON AV,MKE",43.076978,-88.0047987,7,TRAFFIC STOP,Advised
1212729,2018-05-01 14:38:20,"N 33RD ST / W VILLARD AV,MKE",43.1164712,-87.9535238,7,INVESTIGATION,Service in Progress
1212728,2018-05-01 14:38:22,"N 25TH ST / W MC KINLEY AV,MKE",43.0472683,-87.94523559999999,3,CITIZEN CONTACT,Service in Progress
1212759,2018-05-01 14:39:35,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,POLICE ADMIN,Assignment Completed
1212745,2018-05-01 14:46:44,"2976 N 28TH ST,MKE",43.07323239999999,-87.94841079999999,5,TRBL W/SUBJ,Advised
1212737,2018-05-01 14:42:17,"3626 W FOND DU LAC AV,MKE",43.0766866,-87.95881700000001,7,REPORTS,Service in Progress
1212736,2018-05-01 14:42:18,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,RETURN STATION,Service in Progress
1212744,2018-05-01 14:47:22,"5010 N 85TH ST,MKE",43.1089403,-88.0167024,7,TRBL W/SUBJ,Advised
1212734,2018-05-01 14:44:15,"7502 W CONGRESS ST,MKE",43.0974323,-88.0058394,7,NON PURSUIT,Assignment Completed
1212910,2018-05-01 15:51:59,"239 E CHAMBERS ST,MKE",43.072756,-87.908249,5,PROPERTY DAMAGE,To be Filed
1212748,2018-05-01 14:45:38,"6929 W SILVER SPRING DR,MKE",43.1188947,-87.9982818,4,POLICE ADMIN,Assignment Completed
1212784,2018-05-01 14:45:58,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,RETURN STATION,To be Filed
1212743,2018-05-01 14:47:28,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,OUT OF SERVICE,Assignment Completed
1212742,2018-05-01 14:47:43,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,RETURN STATION,Assignment Completed
1212767,2018-05-01 14:59:24,"121 E HADLEY ST,MKE",43.06890019999999,-87.9103418,5,TRAFFIC HAZARD,Service in Progress
1212741,2018-05-01 14:48:33,"S 8TH ST / W CLEVELAND AV,MKE",42.9955589,-87.9213285,2,CALL FOR POLICE,Assignment Completed
1212740,2018-05-01 14:49:12,"3073 S CHASE AV,MKE",42.9888506,-87.9096521,6,POLICE ADMIN,Service in Progress
1212739,2018-05-01 14:49:26,"5744 N 36TH ST,MKE",43.1224181,-87.9571235,4,PROBATION/PAROLE,Assignment Completed
1213081,2018-05-01 17:08:49,"2675 S 13TH ST,MKE",42.9959852,-87.92895039999999,2,SUBJ WANTED,Unable to Locate Complainant
1213161,2018-05-01 17:42:00,"S 17TH ST / W SCOTT ST,MKE",43.019099,-87.9343098,2,STOLEN VEHICLE,Unable to Locate Complainant
1212758,2018-05-01 14:50:59,"1115 W GREENFIELD AV,MKE",43.0167686,-87.92559,2,BUSINESS CHECK,Assignment Completed
1212853,2018-05-01 14:52:12,"4925 W HAMPTON AV,MKE",43.1042608,-87.97472789999999,7,SHOTSPOTTER,To be Filed
1212803,2018-05-01 15:19:14,"1812 W HIGHLAND AV,MKE",43.0444281,-87.93565249999999,3,LANDLORD/TEN TRB,Advised
1212869,2018-05-01 15:31:45,"555 S LAYTON BL,MKE",43.0259575,-87.9483903,2,ACC PDO,Advised
1212755,2018-05-01 14:53:44,"S 12TH ST / W GREENFIELD AV,MKE",43.0170475,-87.926769,2,PARK AND WALK,Assignment Completed
1212802,2018-05-01 14:59:44,"2823 N 13TH ST,MKE",43.07009,-87.9277717,5,ENTRY,Assignment Completed
1212773,2018-05-01 14:55:59,"749 W STATE ST,MKE",43.0426483,-87.9212718,1,SPECIAL ASSIGN,Service in Progress
1212770,2018-05-01 14:56:34,"5712 W CAPITOL DR,MKE",43.0908383,-87.984512,7,SPECIAL ASSIGN,Service in Progress
1212837,2018-05-01 15:14:00,"3272 S 27TH ST,MKE",42.9850515,-87.9476839,6,TRBL W/SUBJ,Advised
1213189,2018-05-01 16:59:55,"2761 N 15TH ST,MKE",43.069026,-87.931624,5,TRBL W/SUBJ,Advised
1212769,2018-05-01 14:57:43,"5712 W CAPITOL DR,MKE",43.0908383,-87.984512,7,SPECIAL ASSIGN,Service in Progress
1212768,2018-05-01 14:58:59,"1312 S 1ST ST,MKE",43.0176604,-87.91092929999999,2,BUSINESS CHECK,Assignment Completed
1212781,2018-05-01 15:00:10,"N 76TH ST / W BURLEIGH ST,MKE",43.0388252,-88.0073103,7,PD/OTHER IN MKE,Assignment Completed
1212783,2018-05-01 14:59:34,"1325 S 11TH ST,MKE",43.0174619,-87.9256379,2,SUBJ STOP,Advised
1212764,2018-05-01 14:59:48,"5549 N 35TH ST,MKE",43.1185078,-87.95654929999999,4,PROBATION/PAROLE,Assignment Completed
1212782,2018-05-01 15:00:04,"2906 N 36TH ST,MKE",43.07178400000001,-87.95822299999999,7,SUBJ STOP,Advised
1212880,2018-05-01 15:00:11,"6929 W SILVER SPRING DR,MKE",43.1188947,-87.9982818,4,REPORTS,Assignment Completed
1212833,2018-05-01 15:18:26,"N 18TH ST / W CAPITOL DR,MKE",43.0382938,-87.9346269,5,TRBL W/SUBJ,Unable to Locate Complainant
1212815,2018-05-01 15:05:14,"2413 W LAPHAM ST,MKE",43.01391,-87.94420099999999,2,BATTERY DV,Unable to Locate Complainant
1212798,2018-05-01 15:13:50,"E LAFAYETTE HILL RD / N LINCOLN MEMORIAL DR,MKE",43.0535584,-87.8860338,1,ACC PI,Assignment Completed
1212838,2018-05-01 15:03:10,"2851 N 23RD ST,MKE",43.0707687,-87.9413883,5,PROBATION/PAROLE,Assignment Completed
1212790,2018-05-01 15:08:29,"2725 N 24TH ST,MKE",43.0684519,-87.9427267,5,WELFARE CITIZEN,Unable to Locate Complainant
1212860,2018-05-01 15:05:11,"N 91ST ST / W APPLETON AV,MKE",43.111583,-88.025221,4,WELFARE CITIZEN,Advised
1212777,2018-05-01 15:03:53,"S 84TH ST / W HOWARD AV,MKE",42.9740165,-88.0182071,6,BUSINESS CHECK,Assignment Completed
1212793,2018-05-01 15:05:27,"2207 W GRANGE AV,MKE",42.9444822,-87.9419364,6,TRAFFIC STOP,Advised
1212873,2018-05-01 15:07:17,"749 W STATE ST,MKE",43.0426483,-87.9212718,1,OUT OF SERVICE,Assignment Completed
1212814,2018-05-01 15:08:06,"2672 N 45TH ST,MKE",43.0677236,-87.969747,3,FOLLOW UP,Assignment Completed
1212836,2018-05-01 15:15:19,"3333 N 78TH ST,MKE",43.0797085,-88.0099458,7,TRBL W/SUBJ,Advised
1212913,2018-05-01 15:08:46,"6063 N 91ST ST,MKE",43.1279133,-88.0268411,4,PROBATION/PAROLE,Assignment Completed
1212788,2018-05-01 15:09:52,"3381 N 35TH ST,MKE",43.0808573,-87.9575637,7,BUSINESS CHECK,Assignment Completed
1212801,2018-05-01 15:12:07,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,SPECIAL ASSIGN,Service in Progress
1212800,2018-05-01 15:13:14,"2500 N 50TH ST,MKE",43.0644256,-87.9760259,3,FIGHT,Unable to Locate Complainant
1212799,2018-05-01 15:13:33,"4715 W VLIET ST,MKE",43.0484157,-87.9730637,3,REPORTS,Service in Progress
1212871,2018-05-01 15:17:32,"2201 N CAMBRIDGE AV,MKE",43.0594391,-87.8925201,1,BATTERY,Advised
1212796,2018-05-01 15:14:24,"712 S 21ST ST,MKE",43.023854,-87.939162,2,INVESTIGATION,Service in Progress
1212991,2018-05-01 16:31:26,"2955 N 24TH ST,MKE",43.072692,-87.942717,5,FAMILY TROUBLE,Unable to Locate Complainant
1212835,2018-05-01 15:17:11,"3626 W FOND DU LAC AV,MKE",43.0766866,-87.95881700000001,7,REPORTS,To be Filed
1212808,2018-05-01 15:17:33,"3522 W WISCONSIN AV,MKE",43.0392112,-87.9586738,3,TRBL W/SUBJ,Advised
1212834,2018-05-01 15:18:00,"2323 W WISCONSIN AV,MKE",43.0383491,-87.9422498,3,BUSINESS CHECK,Assignment Completed
1212817,2018-05-01 15:24:56,"9641 W BELOIT RD,MKE",42.9828723,-88.0332899,6,SUSP PERS/AUTO,Service in Progress
1212805,2018-05-01 15:19:00,"6315 W FOND DU LAC AV,MKE",43.1010705,-87.9910975,7,FOLLOW UP,Service in Progress
1212804,2018-05-01 15:19:13,"N 64TH ST / W HAMPTON AV,MKE",43.10471159999999,-87.99129599999999,7,RECKLESS VEHICLE,Unable to Locate Complainant
1213027,2018-05-01 16:41:33,"1017 N 12TH ST,MKE",43.043758,-87.9275464,3,TRBL W/SUBJ,Unable to Locate Complainant
1212822,2018-05-01 15:22:20,"2961 N 27TH ST,MKE",43.0729257,-87.9475528,5,BATTERY DV,Service in Progress
